location,society,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Electronic City,Itvir M,919.0,35.0,2,2,0,3,2
Budigere,PrityTr,1087.0,54.3,2,1,0,3,2
Sunder Ram Shetty Nagar,Bustain,1480.0,74.0,3,2,0,0,3
Jigani,DLhtsan,1221.0,65.0,3,2,0,3,3
Thanisandra,MSureRR,2072.0,122.0,3,2,0,0,3
Rajaji Nagar,Brway G,1640.0,220.0,3,3,0,3,3
Kaikondrahalli,Srsica ,1253.0,81.5,2,2,0,3,2
Hennur Road,Koagati,1061.0,54.92,2,1,0,3,2
Marathahalli,Suvals ,1250.0,68.0,2,2,0,0,2
Hennur Road,MItatHa,1585.0,80.0,2,3,0,3,3
Kanakpura Road,JRrnauv,1452.0,60.98,3,3,0,3,3
Kammasandra,Prncy R,1015.0,37.0,2,2,0,3,2
Begur Road,Pruthg ,2462.0,118.0,6,0,2,3,4
Electronic City Phase II,MJtroty,1116.0,40.0,2,2,2,3,2
Kasavanhalli,Vaidsi ,4000.0,325.0,4,2,0,3,4
Hebbal,RMudeat,3900.0,410.0,4,2,0,3,4
Old Madras Road,Sastaat,1300.0,100.0,2,2,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1419.0,60.42,2,1,0,3,2
Punappa Layout,DSionhe,1310.0,55.0,2,1,0,3,3
Thigalarapalya,Prtanha,2072.0,152.0,4,2,0,3,3
Kaggadasapura,KKersow,1240.0,58.58,2,1,0,0,2
Budigere,PrityTr,1820.0,89.0,3,2,0,3,3
KR Puram,Skdia A,3657.0,310.0,5,1,0,2,5
GM Palaya,MSuntra,1315.0,65.0,3,1,0,3,3
Kenchenahalli,Unateit,1410.0,73.0,2,2,0,3,3
Dasarahalli,Indesve,1375.0,60.0,2,1,0,3,2
Old Madras Road,Sastaat,1299.0,95.0,2,2,0,3,2
Pampa Extension,Pancy R,993.0,45.5,2,3,0,3,2
Hebbal,Magiaya,1255.0,95.0,2,1,2,3,3
Hoodi,GoAirej,1655.0,131.0,3,2,2,3,3
Whitefield,Prtates,2830.0,190.0,5,3,2,3,4
Electronic City,Itelaa ,550.0,15.0,1,1,0,0,2
Begur Road,Pruthg ,1634.0,111.0,3,1,2,3,3
Gottigere,Pridei ,1500.0,63.0,3,2,0,3,3
Hegde Nagar,Sotosty,3750.0,375.0,6,2,0,0,4
Whitefield,Veales ,1295.0,78.5,2,3,0,3,2
Sarjapur  Road,DSndsod,1320.0,100.0,2,1,0,3,2
Whitefield,Oreldhi,840.0,57.6,1,1,2,3,1
Whitefield,Somns T,540.0,19.83,1,0,2,3,1
Raja Rajeshwari Nagar,GrrvaGr,1693.0,71.38,3,1,0,3,3
Babusapalaya,AReenui,1305.0,70.0,2,1,0,0,2
Kodichikkanahalli,Jae 1ke,450.0,18.0,1,1,0,0,1
CV Raman Nagar,Pu270a ,705.0,57.0,1,1,0,3,1
Battarahalli,PaontWa,1779.0,90.0,3,2,0,3,3
Whitefield,Adowslm,10200.0,1250.0,4,1,0,2,4
Banaswadi,RailsDa,870.0,38.0,2,2,0,3,2
Thanisandra,Bhmesy ,1595.0,120.0,3,2,2,3,3
Kanakpura Road,PrarePa,525.0,26.0,1,1,2,3,1
Iblur Village,DNionfl,2000.0,138.0,4,2,2,3,3
Yelahanka,NCarkna,1614.0,93.0,3,2,0,3,3
Electronic City Phase II,Sravehi,1150.0,46.0,3,3,0,0,3
Sonnenahalli,Skacak ,1610.0,80.48,3,2,2,3,3
Kallumantapa,SMncyy ,1050.0,50.0,2,2,0,3,2
Vaishnavi Layout,Prsisge,4800.0,420.0,5,2,0,2,4
7th Phase JP Nagar,Brnia G,1460.0,97.0,2,1,0,3,3
Suraksha Nagar,AritaFe,1569.0,70.0,3,0,0,0,3
Electronics City Phase 1,Shiaa S,645.0,42.5,1,0,0,3,1
Marathahalli,Asintas,1350.0,90.0,2,1,0,3,2
BTM 2nd Stage,SNe 2ev,2780.0,325.0,4,1,0,3,3
Whitefield,SMuilan,1109.0,35.47,2,1,0,3,2
Vasanth nagar,LeeyaCa,2000.0,1063.0,3,2,0,3,4
Bannerghatta Road,SNity S,1215.0,68.0,2,1,0,3,2
Prithvi Layout,Prigh L,2273.0,192.0,4,2,0,0,3
Kasavanhalli,Conixt ,1225.0,69.0,2,1,0,3,3
Whitefield,UKe 2nz,5200.0,242.0,5,3,0,2,4
Sarjapur  Road,Puallhi,1984.0,145.0,4,1,0,3,3
Old Madras Road,Saciatt,2425.0,197.0,3,1,0,3,3
Bommasandra,DSoodil,1127.0,45.0,2,1,2,3,2
Kaggadasapura,P num P,1000.0,43.0,2,2,0,3,2
Hormavu,Hedosme,1350.0,45.0,2,2,0,3,2
Sahakara Nagar,Mosom B,1175.0,49.0,2,3,0,3,2
Sanne Amanikere,Hoxiaa ,655.0,27.0,1,2,0,3,1
Hosa Road,Skume R,1311.0,84.86,2,1,2,3,3
CV Raman Nagar,Mancyes,1000.0,38.5,2,1,0,1,2
Kanakpura Road,Wiowsri,1050.0,59.0,2,1,0,0,3
Varthur,CaestSr,1520.0,61.0,2,3,0,3,3
Hebbal,Prersis,1333.0,104.0,2,1,0,0,2
Tunganagara,DSdidSp,600.0,18.0,1,0,2,3,1
Abbigere,DSestma,1326.0,34.8,2,1,2,3,3
Sarjapur  Road,PualeSk,1618.0,85.125,2,1,2,3,3
Koramangala,KHage G,1370.0,125.0,2,2,0,0,2
Koramangala,KHage G,1100.0,85.0,2,2,0,3,2
Billekahalli,Raony C,950.0,58.11,2,1,0,3,2
Kalena Agrahara,Prillot,1804.0,175.0,3,2,0,3,3
Hoodi,Keers S,1257.0,68.5,2,1,0,3,2
Sarjapur,SNityVe,650.0,19.87,1,2,0,3,1
Whitefield,BrlisCo,1850.0,150.0,3,2,0,3,3
Banashankari Stage V,Naiewre,1630.0,51.35,3,2,2,3,3
Jalahalli,DSons S,1310.0,60.0,2,2,0,3,3
Vittal Nagar,Riave E,1000.0,45.0,2,1,0,3,2
Sahakara Nagar,NCensun,1370.0,90.0,2,2,0,3,3
Bellandur,Ocavees,1465.0,90.0,3,3,0,0,2
Electronic City,Prarkun,1128.0,64.0,2,1,2,3,2
Padmanabhanagar,Silusti,1250.0,70.0,2,2,0,3,3
Hebbal,Raard B,1645.0,117.0,3,2,2,3,3
Hebbal,SNontle,2600.0,199.0,3,2,2,3,3
Bannerghatta Road,SNity S,1215.0,68.0,2,1,0,3,2
R.T. Nagar,JaniaGa,1400.0,78.0,2,3,0,3,3
Bisuvanahalli,Prityel,845.0,30.0,2,1,0,0,2
Sarjapur,Prldsum,3508.0,385.5,6,0,0,0,4
Panathur,Prcesvy,1199.0,85.0,2,1,0,3,2
Gunjur,Akncyes,1175.0,43.48,2,2,0,3,2
Bellandur,OriewLa,1767.0,109.0,3,2,0,3,3
Sarjapur  Road,Asncywo,1800.0,90.0,3,1,0,3,4
Talaghattapura,Sodgere,1856.0,135.0,3,2,2,3,3
Rajaji Nagar,Puwerun,1613.0,150.0,3,0,2,3,3
Jakkur,Cruran ,6830.0,795.0,5,0,0,3,4
Kasavanhalli,HMonymp,1375.0,78.0,2,1,0,3,2
Bagalur,Haows M,985.0,57.0,2,2,0,3,2
Electronic City,Sidin J,605.0,13.31,1,0,2,3,1
Marathahalli,Srers T,1200.0,53.0,2,1,0,3,2
Hulimavu,Chtali ,1000.0,45.0,2,1,0,0,2
Electronic City,Itvir M,1159.0,38.0,2,3,0,3,3
Sarjapur  Road,Adeatlm,3692.0,340.0,5,3,0,3,5
BTM Layout,Myace P,1540.0,78.0,2,2,0,0,3
Ambedkar Nagar,SoechHa,1850.0,120.0,4,2,0,3,3
Uttarahalli,Sungspr,1580.0,60.0,3,1,0,0,3
Mico Layout,Amsomun,1190.0,39.25,2,2,0,3,2
Thanisandra,R ra  R,1880.0,120.0,3,3,0,3,3
Padmanabhanagar,Saalpas,1150.0,45.0,2,2,0,3,2
Sarjapur  Road,Maana E,7800.0,385.0,6,2,0,3,5
Karuna Nagar,CoinoCu,1962.0,175.0,3,2,0,0,3
Attibele,DSvar S,1174.0,29.35,2,1,0,3,2
Bannerghatta Road,Saenett,1894.0,115.0,3,1,2,3,3
Sector 7 HSR Layout,Saitya ,1760.0,142.0,3,2,0,3,3
Kothanur,Somumys,1790.0,97.0,3,0,0,0,3
Kengeri,Unuil T,2540.0,160.0,4,0,0,0,4
Mahadevpura,Neisei ,1137.0,53.4,2,1,0,3,2
Jakkur,SoineC ,2249.81,229.0,2,1,2,3,4
Mysore Road,SaodySa,1568.0,100.0,2,2,0,3,3
Devanahalli,Pardst ,4900.0,393.5,4,0,0,0,4
AECS Layout,Concyvi,1308.0,60.0,2,1,0,3,2
Bisuvanahalli,Prityel,1200.0,41.0,2,1,0,3,3
Electronic City,Shntie ,530.0,13.5,1,1,2,3,1
Bisuvanahalli,Prityel,873.0,40.0,2,1,0,0,3
Thigalarapalya,Prtanha,2072.0,160.0,4,2,0,3,3
Talaghattapura,Sodgere,2273.0,159.0,3,3,2,3,3
Thanisandra,Bhmesy ,760.0,50.0,1,2,0,3,1
Thigalarapalya,Prtanha,2072.0,155.0,4,2,0,3,3
Sarjapur  Road,KPiteEl,1550.0,89.0,2,1,0,3,3
Ramagondanahalli,ViistLa,1251.0,50.0,2,1,2,3,2
Electronic City,GMown E,1070.0,53.0,2,1,0,3,2
CV Raman Nagar,Srshq T,1435.0,60.0,2,2,0,0,3
Bommasandra,Niara S,1400.0,45.0,2,3,0,0,3
Judicial Layout,MNnia E,2330.0,94.71,3,2,0,3,4
Thanisandra,Inulat ,1200.0,60.0,2,3,0,3,2
Bannerghatta Road,DSnjh S,1655.0,62.89,2,2,2,3,3
Electronics City Phase 1,Avine A,1175.0,50.0,2,1,0,3,2
Uttarahalli,SLnssPr,1155.0,40.43,2,2,0,3,2
Magadi Road,Anensva,1200.0,98.0,3,2,0,2,3
Budigere,PrityTr,1149.0,65.0,2,2,0,3,2
Jakkur,BrdgeNo,1610.0,98.485,2,2,0,3,3
Choodasandra,LGlarAs,3200.0,375.0,4,2,0,2,4
Hegde Nagar,Soiniy ,1718.0,119.0,3,2,0,3,3
Banashankari,Bregae ,1330.0,77.0,2,2,0,3,2
Hormavu,Srarkha,1200.0,68.0,2,2,0,3,2
Bannerghatta Road,Hiatei ,1693.0,89.0,3,2,2,3,3
Koramangala,Prood P,1249.0,165.0,2,1,2,3,2
Thanisandra,G conTh,1800.0,125.0,4,1,0,0,3
NGR Layout,BSian M,1020.0,46.0,2,1,0,3,2
Bannerghatta Road,GRarken,1280.0,60.16,2,2,2,3,2
Thanisandra,Bhmesy ,933.0,58.0,2,1,0,3,1
Sarjapur  Road,Shthi S,1150.0,44.0,2,0,0,0,2
Benson Town,Saentva,3633.0,550.0,6,2,0,3,4
Rajaji Nagar,Tiitela,1380.0,130.0,3,3,0,3,3
Harlur,Prncyrn,1303.0,90.0,2,1,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1196.0,40.54,2,2,0,3,2
Akshaya Nagar,DLhtsnd,1419.0,87.0,2,3,0,3,3
Banashankari,Vimesar,1200.0,49.0,2,3,0,3,2
Electronics City Phase 1,Shitt S,755.0,45.4,1,0,0,3,1
Electronics City Phase 1,SNdri N,1245.0,75.0,2,1,0,3,2
Palanahalli,RMaanSa,3978.0,428.0,4,3,0,0,4
Channasandra,Unm 2El,1093.0,34.0,2,1,0,3,2
Hebbal,Prersis,1345.0,97.0,2,1,0,3,2
Vijayanagar,Saityat,1180.0,86.0,2,1,2,3,2
NGR Layout,BSian M,1020.0,48.45,2,1,0,3,2
Konanakunte,Prasa W,3621.0,511.0,4,1,2,3,4
CV Raman Nagar,JKmesHo,1020.0,55.0,2,1,0,3,2
2nd Stage Arekere Mico Layout,BrriaLu,2095.0,142.0,3,2,0,3,3
Gunjur,DSerste,1362.0,62.63,3,2,0,3,3
Yelahanka,Neite T,694.0,30.84,1,0,0,3,1
Vittasandra,Prlla C,1404.0,70.0,2,2,0,3,2
Rachenahalli,AsNowre,985.0,49.97,2,1,2,3,2
Indira Nagar,GoilsDa,850.0,60.0,1,2,0,0,1
Ambedkar Nagar,SoechHa,1367.0,86.0,2,2,0,3,2
Rajaji Nagar,Raesta ,1210.0,81.0,2,2,0,3,3
Whitefield,SSthamh,1140.0,40.0,2,2,0,3,2
Hoskote,VRowsa ,1095.0,33.6,2,2,0,3,2
Attibele,DSvar S,782.0,19.55,1,0,0,3,1
Gubbalala,MauilTr,1435.0,80.0,2,2,0,3,3
Choodasandra,Maidsr ,725.0,36.0,2,2,0,3,2
BCMC Layout,Sutesga,1600.0,88.0,2,2,0,0,3
Hosakerehalli,Taonte ,3205.0,300.0,4,2,0,3,4
Nehru Nagar,Veyalin,1674.0,90.0,3,1,0,3,3
Haralur Road,RInceeg,1243.0,46.0,2,2,0,3,2
Kanakpura Road,Soazak ,1703.0,130.0,3,2,2,3,3
Horamavu Agara,Suise S,1145.0,41.21,2,1,0,3,2
Whitefield,Prtates,1216.0,75.0,2,1,2,3,2
7th Phase JP Nagar,Panorse,1100.0,60.0,3,1,0,3,2
Sarjapur  Road,Puallhi,2425.0,201.0,5,1,0,3,4
Raja Rajeshwari Nagar,GrrvaGr,1196.0,40.54,2,2,0,3,2
Kanakpura Road,PuandHi,1600.0,90.0,3,3,0,1,3
Banashankari Stage V,Naiewre,1510.0,47.57,3,3,2,3,3
Hosakerehalli,Taonte ,3033.0,326.0,4,1,0,3,4
Sarjapur  Road,Owlotou,1480.0,169.0,4,1,0,2,5
Raja Rajeshwari Nagar,i1rtsCo,1630.0,60.65,3,2,0,3,3
Hosakerehalli,Maunt M,1410.0,53.58,2,2,2,3,3
Bhoganhalli,Rosha I,1181.7,100.0,2,1,2,1,2
Sarjapur  Road,Klark L,1691.0,113.0,3,2,0,3,3
Kathriguppe,Prone M,1300.0,77.99,3,2,0,3,3
Whitefield,Preaunt,1356.0,94.84,2,1,2,3,2
Whitefield,Goted U,1338.0,103.0,2,1,2,3,2
Vasantha Vallabha Nagar,MaitySe,1280.0,100.0,2,1,2,3,3
Raja Rajeshwari Nagar,GrrvaGr,1531.0,51.77,3,3,0,3,3
8th Phase JP Nagar,Yaenti ,1605.0,65.0,2,2,0,3,3
Thanisandra,Bhmesy ,1917.0,110.0,3,2,0,3,3
Sarjapur  Road,Viissmi,1400.0,55.0,3,2,0,0,3
Thubarahalli,ShdhiSa,2625.0,175.0,3,3,0,0,3
Hennur Road,SaireSa,2041.0,128.0,3,3,0,3,3
Sarjapur  Road,SoniaEt,2070.0,160.0,4,2,0,3,3
Hebbal,Arcia S,1110.0,59.0,3,3,0,3,3
Uday Nagar,Koncyad,1650.0,110.0,3,1,0,0,3
Ambedkar Nagar,Thessrm,3565.0,255.0,4,3,2,2,4
HSR Layout,Siestr ,1142.0,65.0,2,2,0,3,2
Electronic City Phase II,Rie 2ri,1502.0,50.0,3,3,0,3,3
Shree Ananth Nagar Layout,PrinePr,1176.0,45.0,2,1,0,3,3
Sarjapur  Road,Adeatlm,5400.0,700.0,3,2,0,2,3
Suddaguntepalya,MSanaer,1425.0,55.0,3,2,0,3,3
Hosur Road,Saageat,1345.0,108.0,2,2,0,3,2
Chaitanya Ananya,SRgio V,1830.0,325.0,4,2,0,2,4
Bellandur,Vaodssh,3600.0,245.0,4,0,0,0,4
Lakshminarayana Pura,Srasy F,3050.0,90.0,2,1,0,3,3
Raja Rajeshwari Nagar,Prllsan,1160.0,70.0,2,1,2,3,2
Gattahalli,Miiewa ,2000.0,95.0,2,2,2,2,3
Uttarahalli,Aklia R,1125.0,47.65,2,1,0,3,2
Old Madras Road,Saive L,3900.0,175.0,4,2,0,0,4
Raja Rajeshwari Nagar,GrrvaGr,1133.0,38.37,2,1,0,0,2
Arekere,Nihtsss,1240.0,60.0,2,2,0,3,2
Devanahalli,Sabixtt,1466.0,77.59,3,3,2,3,3
Outer Ring Road East,PrstaTe,3870.0,411.0,4,2,0,3,4
Ramagondanahalli,DNeremo,1610.0,115.0,2,2,0,3,3
Kaggadasapura,VSomepi,1225.0,48.0,2,2,0,0,2
Akshaya Nagar,Javasi ,1300.0,54.0,2,1,0,3,2
Thanisandra,G conTh,1996.0,123.0,4,1,2,3,3
Rajaji Nagar,Brway G,1800.0,240.0,3,2,0,3,3
Sarjapur  Road,PuineSu,1435.0,90.0,3,2,0,3,3
Whitefield,VDarmlo,4097.0,400.0,3,2,0,3,3
Rayasandra,MJeusyl,1601.0,70.0,3,3,0,3,3
Kadubeesanahalli,Krshi G,1257.0,93.0,2,2,0,3,2
Iblur Village,Emine P,3596.0,260.0,5,1,0,3,4
Kasavanhalli,Salisal,1309.0,95.0,2,2,0,3,2
Whitefield,Gamesti,1115.0,55.0,2,1,0,3,2
Whitefield,Brony H,1870.0,90.0,3,2,0,3,3
Banashankari,Goeesem,1185.0,67.0,2,2,0,3,2
7th Phase JP Nagar,Eladero,1790.0,120.0,3,3,0,3,3
Whitefield,StodsWa,3450.0,208.0,4,2,0,2,3
Budigere,PrityTr,664.0,27.375,1,0,0,3,1
Sarjapur  Road,Adeatlm,5400.0,750.0,4,2,0,2,4
Hoodi,Macanr ,1000.0,48.0,2,2,0,0,2
Thanisandra,Bhe 2ko,1183.0,77.25,2,1,2,3,2
Binny Pete,Shestlo,1282.0,178.0,3,2,2,3,3
Hebbal,Srntsha,1200.0,52.0,2,2,0,0,2
Ramagondanahalli,ViistLa,1151.0,43.6,2,2,2,3,2
Hulimavu,Naepa D,1320.0,59.0,2,2,0,3,3
Hegde Nagar,SoitaCa,1847.0,123.0,3,2,0,3,3
Devanahalli,Pardsri,1020.0,49.87,2,1,2,3,1
Somasundara Palya,ManceEl,1650.0,95.0,3,1,0,3,3
Begur Road,Dhalsh ,1160.0,44.0,2,2,0,3,2
Haralur Road,SNnia E,2805.0,154.0,4,3,2,3,4
Mysore Road,Gopia O,1360.0,47.6,3,0,2,3,3
Brookefield,Saandvi,1089.0,49.0,2,1,0,3,2
Yelahanka,Reverve,1115.0,60.0,2,2,0,3,2
Kannamangala,Sonue A,1536.0,104.0,3,1,2,3,3
Electronic City,Prarkun,1571.0,83.0,3,2,2,3,3
Keshava Nagar,ETens G,1517.0,125.0,2,2,0,3,2
Budigere,PrityTr,664.0,35.4,1,1,0,3,1
 Devarachikkanahalli,Wiaysld,1230.0,58.0,2,1,0,3,2
Hegde Nagar,Inaadd ,1340.0,72.0,2,2,0,3,2
Attibele,DSvar S,1175.0,29.38,2,1,0,3,2
Electronic City,DSgmax ,1470.0,44.1,2,1,0,3,3
Kanakpura Road,PrarePa,525.0,29.25,2,1,2,3,1
7th Phase JP Nagar,Eladero,1680.0,117.0,3,2,0,3,3
Gunjur,MyhtsHe,1071.0,51.0,2,1,0,3,2
Sector 2 HSR Layout,NDpalSe,1512.0,80.0,3,1,0,3,3
Frazer Town,Asuilnc,3435.0,341.0,2,1,0,0,4
Kalyan nagar,Saacela,1190.0,60.0,2,1,0,0,2
Pattandur Agrahara,MaidoPl,1550.0,80.0,2,3,0,3,3
Kanakpura Road,GolusLi,1283.0,63.22,2,2,2,3,2
Mallasandra,GMilse ,1325.0,73.0,2,2,0,0,2
Whitefield,SMuilan,1105.0,35.36,2,1,0,3,2
Banaswadi,Srldsri,1600.0,74.5,3,2,0,3,3
Kanakpura Road,PrarePa,700.0,41.145,2,2,2,3,2
Talaghattapura,Sodgere,2099.0,147.0,3,3,2,3,3
Yelachenahalli,BaiseBa,1365.0,72.0,2,1,0,3,3
Hebbal Kempapura,Goateds,1485.0,132.0,3,3,0,3,2
Hosur Road,Kelmsoy,1250.0,55.0,2,1,0,3,2
Kanakpura Road,Soazak ,1328.0,91.06,2,3,2,3,2
Hennur Road,Puachal,1232.0,87.0,2,1,2,3,2
Electronic City,Palleon,1350.0,66.0,3,2,0,3,3
Electronic City Phase II,Prvanai,1020.0,32.0,2,2,0,3,2
Begur Road,Dhalsh ,1410.0,49.34,2,3,0,3,3
Vishwanatha Nagenahalli,PrBayGa,2159.0,120.0,3,2,0,0,3
Hennur,Shateor,1255.0,57.5,2,1,0,3,2
Whitefield,ARipsul,1074.0,42.79,2,1,2,3,2
Suragajakkanahalli,PrhyaK ,1200.0,72.0,3,2,2,2,3
Sarjapur,SNityVe,1170.0,35.41,2,2,2,3,3
Tumkur Road,Coowsri,596.0,31.315,1,0,2,3,1
Bommanahalli,PindsWo,1660.0,100.0,2,0,0,3,3
Mahadevpura,Neony H,1601.0,95.0,3,2,0,3,3
Venkatapura,ThBayah,2700.0,260.0,2,1,0,0,3
Electronic City Phase II,Rie 2 P,1900.0,97.0,3,1,0,0,4
Haralur Road,SNnia E,1520.0,96.0,2,2,2,3,3
Bharathi Nagar,ReudePr,1432.0,68.0,2,2,0,3,2
Dairy Circle,Soeurri,2251.0,370.0,4,2,0,3,3
7th Phase JP Nagar,Brnia G,1050.0,77.0,2,1,0,3,2
Kanakpura Road,PrarePa,1100.0,53.0,3,2,2,3,3
Begur Road,Dhalsh ,1565.0,56.34,2,2,0,3,3
Electronic City,SJityVe,1652.0,110.0,3,3,0,3,3
Rajiv Nagar,PuoodSk,2340.0,145.0,4,1,0,3,4
Koramangala,G ceses,1084.0,179.0,2,1,2,3,2
Kacharakanahalli,JPoldGo,1400.0,69.0,3,3,0,3,3
Electronic City Phase II,Sryalan,1020.0,27.43,2,1,2,3,2
Whitefield,PritaDo,1267.0,90.33,2,1,0,3,2
Bhoganhalli,Pride S,2439.0,185.0,4,3,0,3,4
Ashwath Nagar,SJcerpe,1645.0,95.0,3,3,0,0,3
Whitefield,Chllea ,5000.0,550.0,5,2,0,0,4
Kalyan nagar,JRaderc,1086.0,44.5,2,2,0,0,2
Kengeri,VBn 2lm,416.0,18.0,1,1,2,3,1
Hennur Road,Koagati,1066.0,52.23,2,1,0,0,2
OMBR Layout,Inntsa ,1730.0,93.0,3,1,0,3,3
Balagere,Soresea,1205.0,63.86,2,1,2,3,2
Marathahalli,Prionad,2500.0,175.0,5,2,0,3,4
Subramanyapura,DStik S,960.0,55.0,2,1,0,3,2
Haralur Road,SNnia E,1510.0,83.05,3,2,2,3,3
Old Madras Road,GRlas V,2300.0,142.0,3,2,0,0,3
Frazer Town,Asuilnc,3436.0,345.0,5,2,0,3,4
Tigalarpalya,Spess C,1998.0,117.0,3,2,0,3,3
Sarjapur  Road,Contsci,1262.0,67.0,2,2,0,3,2
Badavala Nagar,DNncasa,1842.0,115.0,3,2,2,3,3
Thomas Town,TuiteIn,1300.0,60.0,2,2,0,3,2
Balagere,Soresea,1012.0,53.58,2,1,2,3,2
Kadugodi,KMnorab,1394.0,56.0,2,2,0,3,2
Amruthahalli,Prentra,1450.0,85.0,2,1,0,3,3
 Banaswadi,Krntsee,527.0,35.0,1,0,0,3,1
Sarjapur  Road,Adeatlm,1693.0,125.0,3,2,0,3,3
Thigalarapalya,Prtanha,3122.0,235.0,6,2,0,3,4
Horamavu Agara,DSireSo,1000.0,46.0,2,1,0,3,2
Malleshwaram,Maens G,2050.0,270.0,4,2,0,3,3
Mysore Road,Brama P,1410.0,64.0,2,2,2,3,3
Hebbal Kempapura,Goateds,1400.0,108.0,2,2,0,3,2
Chikka Tirupathi,Theanmp,3056.0,100.0,5,2,0,2,4
Sarjapur  Road,Saitya ,1826.0,125.0,3,2,0,3,3
Hosur Road,PuendWe,1689.0,103.0,3,2,2,3,3
Bisuvanahalli,Prityel,1075.0,31.0,2,1,0,3,3
Uttarahalli,AkncyRe,1300.0,55.0,2,2,0,3,2
Sector 1 HSR Layout,SodilDa,1804.0,150.0,3,2,0,3,3
Whitefield,Priew P,1836.0,125.0,3,2,0,3,3
Sugama Layout,Pry 2 R,826.0,36.0,2,2,0,3,2
Hormavu,Undraro,1200.0,68.0,2,3,0,3,2
6th Phase JP Nagar,JClyner,1460.0,80.0,2,2,0,3,2
Hoskote,Dhistee,1200.0,140.0,4,3,0,2,4
BTM 2nd Stage,Vincyat,965.0,56.0,2,2,0,3,2
Bhoganhalli,Amconi ,1395.0,70.0,2,2,0,3,3
Sarjapur  Road,DSndsod,1660.0,116.0,3,2,0,3,3
Hongasandra,Srrtsu ,1180.0,39.0,2,1,0,3,2
Kanakpura Road,PrityFa,1204.0,82.0,2,1,2,3,2
Thigalarapalya,Prtanha,2072.0,153.0,4,2,0,3,3
Haralur Road,Zostaa ,1056.0,65.0,2,1,0,0,2
Hebbal,Magiaya,985.0,62.0,2,2,2,3,2
Yelahanka,Niareum,2317.0,140.0,4,3,0,3,3
Attibele,Jae 2hu,656.0,25.0,2,1,0,3,2
Attibele,Jae 2hu,400.0,11.5,1,1,0,0,1
Yeshwanthpur,IBityin,666.0,36.8,1,1,0,3,1
7th Phase JP Nagar,Shncyes,1174.0,47.0,2,1,0,3,2
Budigere,PrityTr,1153.0,56.7,2,2,0,3,2
Banashankari Stage III,Say 3 R,910.0,160.0,2,2,0,0,2
Kanakpura Road,PuandHi,1843.0,88.0,3,2,0,3,3
Chandapura,SunceEs,1230.0,31.37,2,2,2,3,3
Kodihalli,Soianal,3197.0,335.0,5,2,0,3,4
Kanakpura Road,Soazak ,1703.0,130.0,3,2,2,3,3
Kaval Byrasandra,DencyRe,1125.0,41.5,2,1,0,3,2
Battarahalli,SraveHi,1516.0,65.0,3,3,0,3,3
Brookefield,Srluei ,1130.0,56.0,2,2,0,3,2
Iblur Village,Emine P,3596.0,279.0,5,1,0,3,4
Hosa Road,Sosisic,1512.0,103.0,3,2,2,3,3
Thanisandra,Bhmesy ,1491.0,88.0,3,1,0,0,3
Cox Town,Eledst ,1250.0,95.0,2,2,0,3,2
Raja Rajeshwari Nagar,GrrvaGr,1140.0,48.7,2,1,0,3,2
Thanisandra,Rehtsna,1881.0,95.0,3,1,0,3,3
Kanakpura Road,PrarePa,1100.0,56.57,3,2,2,3,3
Iblur Village,Emine P,2666.0,200.0,4,1,0,3,3
Gollarapalya Hosahalli,Mauner ,1345.0,60.0,3,2,0,0,3
KR Puram,IJent A,1200.0,100.0,4,2,0,2,4
Bannerghatta Road,Anineu ,3230.0,165.0,5,0,0,3,4
Sarjapur  Road,VaMarll,2750.0,240.0,5,1,0,0,4
Uttarahalli,Shony S,1025.0,35.88,2,1,0,3,2
Sarjapur,Kinuerg,1925.0,80.59,2,1,2,3,4
Hennur Road,Koagati,973.0,56.0,2,1,0,3,2
Rajaji Nagar,PhestOn,2533.0,425.0,3,3,0,3,3
Balagere,Soresea,1007.0,75.0,2,1,0,3,2
Hosa Road,Skume R,615.0,39.99,1,0,2,3,1
Kalena Agrahara,ARomee ,1000.0,33.0,2,2,0,3,2
CV Raman Nagar,Chhamku,1285.0,65.0,2,2,0,3,2
Thanisandra,Pronyt ,662.0,29.0,1,1,0,3,1
Whitefield,PrOakSi,2297.0,269.0,5,2,0,2,5
Kalkere,Sothin ,1850.0,95.0,3,3,0,3,3
Anugrah Layout,Saavena,1567.0,100.0,3,1,0,3,3
Hoskote,Thiced ,1695.0,50.0,3,3,0,3,3
Bellandur,Srdids ,1150.0,69.44,2,1,0,3,2
Akshaya Nagar,DLhtsnd,1690.0,85.0,3,2,0,3,3
Karuna Nagar,AjityIn,1057.0,65.0,2,1,0,3,2
Hebbal,Raard B,1320.0,91.0,2,1,2,3,2
Bhoganhalli,Rosha I,2119.0,111.0,4,3,2,3,4
Bandepalya,Jaity H,1125.0,48.0,2,1,0,3,2
Balagere,Soresea,645.0,34.18,1,1,2,3,1
Panathur,Saite G,1040.0,41.6,2,1,2,3,2
Sarjapur  Road,PualeSk,1700.0,194.0,3,1,2,3,3
Bellandur,NiCodCa,1138.0,128.0,3,2,2,3,3
Sarjapur  Road,AsastDe,984.0,45.91,2,1,2,3,2
Raja Rajeshwari Nagar,GrrvaGr,1140.0,38.65,2,2,0,0,2
