location,total_sqft,price,bath_processed,balcony_processed,availability_encoded,area_type_encoded,size_cleaned
Hormavu,3500.0,289.0,4,1,0,2,4
Poorna Pragna Layout,2400.0,450.0,6,1,0,2,7
Ramagondanahalli,4200.0,800.0,4,1,0,0,4
Whitefield,1537.0,70.0,2,3,0,3,3
Chikkalasandra,1230.0,53.51,2,2,0,3,3
B K Nagar,2400.0,300.0,5,2,0,2,6
Malleshwaram,2250.0,200.0,3,1,0,3,3
Hosur Road,2000.0,69.0,4,1,0,2,4
Vivek Nagar,3000.0,130.0,4,3,0,3,8
Kumaraswami Layout,2600.0,325.0,4,0,0,0,4
Indira Nagar,3200.0,250.0,3,2,2,0,4
Anjanapura,950.0,32.0,2,0,0,0,2
Marathahalli,4000.0,200.0,4,0,0,3,4
Yelahanka,1282.0,48.72,2,1,0,3,3
Banashankari Stage III,1304.0,111.0,2,0,2,0,2
7th Phase JP Nagar,2100.0,200.0,3,2,0,3,3
Jakkur,1220.0,49.0,2,2,0,0,3
Budigere,1636.0,85.0,3,2,0,3,3
7th Phase JP Nagar,1415.0,65.0,3,1,0,0,3
Bommenahalli,1556.5949939731809,217.0,3,1,0,2,3
Green Glen Layout,1728.0,125.0,3,2,0,3,3
7th Phase JP Nagar,1680.0,125.0,3,3,0,3,3
Venkatapura,1235.0,140.0,2,1,2,3,2
Yelachenahalli,900.0,115.0,2,1,2,2,4
Yelahanka,3990.0,260.0,4,1,0,0,4
Kasavanhalli,1495.0,83.0,2,2,0,0,2
Hennur Road,1500.0,175.0,5,1,0,2,5
Yeshwanthpur,2501.0,138.0,3,3,0,3,3
Kanakpura Road,381.0,28.0,1,0,2,1,1
Gopalapura,3301.8,570.0,5,2,2,3,4
Hennur Road,2002.0,120.0,3,2,0,3,3
Meenakunte,3200.0,260.0,3,0,2,0,3
Banjara Layout,1200.0,70.0,2,2,0,2,2
Sarjapur  Road,1500.0,235.0,3,0,0,2,4
Bommasandra,1942.0,90.0,3,0,2,2,3
Electronics City Phase 1,1450.0,60.75,3,0,0,3,3
Thyagaraja Nagar,660.0,95.0,1,0,0,0,1
Banashankari Stage III,1200.0,170.0,6,2,0,2,4
Basavanna Nagar,1450.0,90.0,3,2,0,0,3
Electronic City,1039.0,50.0,2,1,0,3,2
Old Madras Road,1210.0,80.0,2,1,0,3,2
Attibele,995.0,24.88,1,1,0,3,2
Yelahanka,1620.0,90.0,3,2,0,0,3
Choodasandra,3204.0,395.0,4,3,0,0,3
Hebbal Kempapura,3408.0,260.0,3,3,0,0,3
Marathahalli,1314.0,55.0,2,3,0,0,2
Bisuvanahalli,945.0,33.0,2,1,0,3,2
Nehru Nagar,1374.0,72.0,3,2,0,0,3
Kanakpura Road,1603.0,113.0,3,3,2,0,3
Kengeri,1230.0,52.0,2,2,0,0,3
 Basavangudi,670.0,50.0,1,1,0,3,1
Sarjapur  Road,1864.0,105.0,3,2,0,3,4
Hosa Road,2500.0,100.0,3,2,2,0,3
Raja Rajeshwari Nagar,1625.0,54.0,2,2,0,3,3
Whitefield,1186.0,55.0,2,3,0,3,2
KR Puram,1500.0,382.0,7,2,0,2,8
Electronic City,770.0,39.9,1,1,0,3,2
Varthur,1085.0,45.0,2,1,2,3,2
Dairy Circle,3754.0,480.0,6,2,0,3,4
Dodsworth Layout,1893.0,115.0,3,2,0,3,3
Thurahalli,600.0,65.0,3,2,0,2,4
Kundalahalli,1496.0,78.0,2,3,0,3,3
Chandapura,1305.0,33.28,3,1,2,3,3
Electronics City Phase 1,1550.0,82.0,2,2,0,3,3
Marathahalli,1200.0,58.17,2,1,0,3,3
Badavala Nagar,1494.0,94.55,2,2,2,3,3
Electronic City Phase II,1286.0,69.0,2,2,0,3,2
"Banashankari 6th stage , 2nd block",600.0,100.0,4,1,0,2,3
Hebbal,1860.0,95.0,3,2,0,3,3
Raghuvanahalli,425.0,750.0,1,1,0,0,1
Haralur Road,1243.0,45.0,2,2,0,3,2
Brookefield,1200.0,75.0,2,2,0,3,2
Sarjapur,1044.0,32.0,2,2,0,3,2
7th Phase JP Nagar,1040.0,41.59,2,1,0,3,2
8th Phase JP Nagar,1125.0,36.94,2,2,2,3,2
Cunningham Road,3489.0,662.0,3,1,2,3,3
Subramanyapura,1278.0,59.0,2,2,0,3,3
Chelekare,2400.0,98.0,6,2,0,3,6
Belatur,1250.0,43.0,2,1,0,3,2
Vijayanagar,2400.0,125.0,6,3,0,2,5
KR Puram,4166.0,560.0,5,3,0,2,5
Lakshminarayana Pura,1210.0,75.0,2,2,0,3,2
8th Phase JP Nagar,1200.0,110.0,3,2,0,3,4
Sarjapur  Road,1157.0,57.84,2,1,2,3,3
Raja Rajeshwari Nagar,1185.0,51.15,2,1,0,3,2
Kalena Agrahara,1450.0,100.0,3,3,0,3,3
Old Madras Road,1859.0,121.0,3,2,0,3,3
Rajaji Nagar,1763.0,262.0,3,2,0,3,2
Attibele,900.0,25.0,1,1,2,3,2
Ramamurthy Nagar,1305.0,60.0,3,1,0,3,3
Srirampuram,1200.0,100.0,2,2,0,0,3
Thanisandra,763.0,35.285,1,0,0,3,1
Kasavanhalli,5000.0,400.0,1,0,2,2,2
Sarjapur  Road,1150.0,36.8,2,0,0,3,2
Whitefield,1806.0,85.0,3,3,0,0,3
Kudlu,1027.0,42.0,2,2,0,3,2
Uttarahalli,1002.0,40.08,2,1,2,3,2
Electronic City Phase II,1220.0,36.21,2,1,2,3,3
Whitefield,1109.0,35.22,2,1,0,3,2
Uttarahalli,1002.0,40.08,2,1,0,0,2
Narayanapura,1308.0,89.04,2,1,0,3,2
Hennur Road,1232.0,69.6,2,1,2,3,2
Haralur Road,1027.0,44.0,2,2,2,3,2
Kalyan nagar,1250.0,65.0,2,2,0,0,2
2nd Phase JP Nagar,900.0,170.0,6,3,0,2,6
KR Puram,960.0,80.0,4,2,0,2,4
Raja Rajeshwari Nagar,1255.0,53.87,2,1,0,3,2
Akshaya Nagar,1434.0,84.0,3,3,0,0,3
Doddathoguru,925.0,30.0,2,2,0,0,2
Jakkur,1858.0,123.0,3,1,2,3,3
Jakkuru Layout,1205.0,70.0,2,1,0,0,2
Nelamangala,1500.0,90.0,3,2,2,2,3
Nagawara Junction,1200.0,200.0,3,2,0,2,3
Mysore Road,1020.0,48.95,2,2,0,3,2
Thanisandra,965.0,56.0,2,1,0,3,2
7th Phase JP Nagar,1800.0,270.0,6,3,0,2,5
Hoysalanagar,1200.0,90.0,4,2,0,2,6
Battarahalli,1636.0,82.89,2,2,0,3,2
Kundalahalli,1724.0,125.0,3,1,2,3,3
Whitefield,1216.0,67.0,2,1,2,3,2
Yelahanka,654.0,36.25,1,1,2,3,1
Chikkabanavar,2460.0,80.0,7,2,0,0,4
Abbaiah Reddy Layout,1190.0,41.0,2,2,0,3,2
Tavarekere,1200.0,180.0,5,2,0,2,7
Budigere,1636.0,92.0,3,2,0,3,3
Hennur Road,1195.0,73.0,2,2,2,3,2
Nagavara,2400.0,251.0,3,3,0,3,3
1st Block HRBR Layout,1250.0,67.0,2,1,0,3,2
Whitefield,1452.0,90.0,3,1,0,3,3
Thanisandra,1546.0,95.0,3,1,2,3,3
Sarjapur  Road,3307.0,142.0,6,0,0,0,4
Indira Nagar,1440.0,275.0,3,1,0,2,3
Naganathapura,2260.0,80.0,3,1,0,2,2
Tavarekere,2700.0,90.0,3,2,0,2,4
Indira Nagar,1475.0,171.0,2,2,0,3,2
JP Nagar,3000.0,150.0,3,2,0,0,4
KG Halli,375.0,26.0,1,0,0,0,1
Balagere,1007.0,66.0,2,1,0,3,2
Kanakpura Road,1556.5949939731809,125.0,1,0,0,2,1
Cubbon Road,5422.0,1900.0,6,0,0,3,4
Hennur Road,1020.0,47.0,2,3,0,3,2
Lavelle Road,1000.0,150.0,2,0,0,3,2
Varanasi,800.0,59.5,3,1,0,2,2
Geddalahalli,1200.0,95.0,3,2,0,2,5
Marathahalli,1125.0,55.0,2,3,0,3,2
Kudlu Gate,1150.0,140.0,9,3,0,2,9
Kada Agrahara,909.0,43.0,2,1,0,0,3
Whitefield,2850.0,240.0,5,0,0,0,4
Dodsworth Layout,1400.0,85.0,2,3,0,3,2
Kadugodi,1152.0,61.0,2,2,0,3,2
Subramanyapura,958.0,34.49,2,1,0,3,2
Whitefield,1150.0,55.0,2,2,0,3,2
Old Madras Road,2990.0,173.0,5,1,0,3,3
Bellandur,1310.0,85.0,2,2,0,3,2
Hosur Road,1590.0,126.0,2,2,0,3,3
Green Glen Layout,1645.0,110.0,3,2,0,3,3
Veerabhadra Nagar,1800.0,100.0,2,2,0,0,3
Thanisandra,1795.0,150.0,3,2,0,3,3
8th Phase JP Nagar,1100.0,35.0,2,3,0,3,2
Thanisandra,620.0,38.535,1,0,2,3,1
Kalkere,925.0,70.0,2,2,0,3,2
Basavangudi,1542.14,120.0,3,3,0,3,3
Konanakunte,3746.0,375.0,6,1,0,2,4
Thanisandra,1430.0,54.0,2,2,0,3,3
Bommanahalli,1020.0,55.0,2,2,0,3,2
Ramamurthy Nagar Extension,750.0,42.0,2,1,0,2,4
Electronic City Phase II,1140.0,32.92,2,1,2,3,2
Anekal,967.0,45.0,2,1,0,0,3
Hebbal,2470.0,203.0,4,2,2,3,4
Maruthi Nagar,850.0,35.5,1,0,0,0,2
Vidhyanagar Cross,1100.0,32.0,2,2,0,3,2
Thanisandra,1697.0,110.0,3,2,0,3,3
Varthur,1250.0,47.0,2,2,0,3,2
Gottigere,1120.0,50.0,2,2,0,3,2
NRI Layout,1200.0,95.0,4,0,0,2,4
Hennur Road,5100.0,375.0,6,3,0,2,5
7th Block Jayanagar,2400.0,480.0,3,2,0,2,4
Hebbal,1200.0,52.0,2,1,0,3,2
7th Phase JP Nagar,1100.0,44.0,2,1,0,3,2
 Devarachikkanahalli,1417.0,76.0,2,2,0,3,3
Thanisandra,1492.0,88.0,3,1,0,0,3
Devanahalli,1498.0,79.15,3,3,2,3,3
Bellari Road,3500.0,350.0,2,1,0,0,4
Kundalahalli,1010.0,48.27,2,1,0,3,2
Hennur,1255.0,53.5,2,2,0,3,2
Channasandra,1050.0,35.0,2,1,0,3,2
Hegde Nagar,1847.0,125.0,3,2,0,3,3
1st Stage Indira Nagar,1200.0,55.0,2,2,2,3,2
Bellandur,982.0,37.28,2,2,0,3,2
Hegde Nagar,2144.6,145.0,4,2,0,3,3
Kengeri,750.0,36.5,2,1,0,3,2
Electronic City,919.0,35.0,2,2,0,3,2
Budigere,1087.0,54.3,2,1,0,3,2
Sunder Ram Shetty Nagar,1480.0,74.0,3,2,0,0,3
Tindlu,1180.0,52.0,2,2,0,0,2
6th Block Jayanagar,2100.0,255.0,4,2,0,3,3
Jigani,1221.0,65.0,3,2,0,3,3
Haralur Road,1194.0,46.0,2,2,0,3,2
Thanisandra,2072.0,122.0,3,2,0,0,3
Whitefield,1600.0,69.0,3,2,2,0,3
Sahakara Nagar,2200.0,98.0,3,2,0,3,3
Rajaji Nagar,1640.0,220.0,3,3,0,3,3
Kaikondrahalli,1253.0,81.5,2,2,0,3,2
Hennur Road,1061.0,54.92,2,1,0,3,2
Marathahalli,1950.0,115.0,3,2,0,3,3
Marathahalli,1250.0,68.0,2,2,0,0,2
Hennur Road,1585.0,80.0,2,3,0,3,3
Kanakpura Road,1452.0,60.98,3,3,0,3,3
Kammasandra,1015.0,37.0,2,2,0,3,2
Begur Road,2462.0,118.0,6,0,2,3,4
Marathahalli,1125.0,56.8,2,2,0,3,2
Electronic City Phase II,1116.0,40.0,2,2,2,3,2
Kadarenahalli,400.0,35.0,1,0,0,0,1
Kasavanhalli,4000.0,325.0,4,2,0,3,4
Hebbal,3900.0,410.0,4,2,0,3,4
Old Madras Road,1300.0,100.0,2,2,0,3,2
Raja Rajeshwari Nagar,1419.0,60.42,2,1,0,3,2
Punappa Layout,1310.0,55.0,2,1,0,3,3
Thigalarapalya,2072.0,152.0,4,2,0,3,3
Kaggadasapura,1240.0,58.58,2,1,0,0,2
Chamrajpet,1565.0,98.91,3,2,0,0,3
Budigere,1820.0,89.0,3,2,0,3,3
Gubbalala,2500.0,88.0,3,1,0,2,3
KR Puram,3657.0,310.0,5,1,0,2,5
Hosa Road,1245.0,62.0,2,1,0,3,2
GM Palaya,1315.0,65.0,3,1,0,3,3
Kenchenahalli,1410.0,73.0,2,2,0,3,3
Dasarahalli,1375.0,60.0,2,1,0,3,2
Old Madras Road,1299.0,95.0,2,2,0,3,2
Pampa Extension,993.0,45.5,2,3,0,3,2
Bommasandra Industrial Area,1200.0,45.0,3,0,0,2,2
Lavelle Road,985.0,156.0,2,1,0,3,2
4th Block Koramangala,2400.0,180.0,5,3,0,0,4
Hebbal,1255.0,95.0,2,1,2,3,3
Hoodi,1655.0,131.0,3,2,2,3,3
Whitefield,2830.0,190.0,5,3,2,3,4
 Sector 1 HSR Layout,6000.0,276.0,1,1,0,3,1
Electronic City,550.0,15.0,1,1,0,0,2
Balaji Gardens Layout,825.0,40.0,2,1,0,3,1
Begur Road,1634.0,111.0,3,1,2,3,3
Kogilu,1200.0,105.0,6,3,0,2,8
Banaswadi,1222.0,80.0,2,2,0,3,2
Gottigere,1500.0,63.0,3,2,0,3,3
Akshaya Nagar,1890.0,100.0,4,2,0,3,3
Hegde Nagar,3750.0,375.0,6,2,0,0,4
Hulimavu,850.0,39.5,1,1,0,3,2
Whitefield,1295.0,78.5,2,3,0,3,2
Sarjapur  Road,1320.0,100.0,2,1,0,3,2
ISRO Layout,950.0,179.0,3,3,0,0,4
Hebbal,1200.0,225.0,4,2,0,2,4
2nd Stage Nagarbhavi,3000.0,170.0,3,3,0,0,4
Harlur,1197.0,82.0,2,1,0,0,2
Hoysalanagar,1320.0,60.0,2,3,0,3,3
Billekahalli,1180.0,98.5,5,2,0,2,5
Whitefield,840.0,57.6,1,1,2,3,1
Whitefield,540.0,19.83,1,0,2,3,1
Raja Rajeshwari Nagar,1693.0,71.38,3,1,0,3,3
Kodihalli,1000.0,62.0,2,1,0,3,2
Babusapalaya,1305.0,70.0,2,1,0,0,2
Kodichikkanahalli,450.0,18.0,1,1,0,0,1
CV Raman Nagar,705.0,57.0,1,1,0,3,1
Ilyas Nagar,750.0,75.0,6,2,0,3,4
Tumkur Road,4800.0,150.0,5,2,0,0,5
Koramangala Industrial Layout,5000.0,600.0,5,2,0,0,4
Gubbalala,5000.0,425.0,4,3,0,2,4
Whitefield,1991.0,104.0,3,2,2,0,3
Battarahalli,1779.0,90.0,3,2,0,3,3
Whitefield,10200.0,1250.0,4,1,0,2,4
Banaswadi,870.0,38.0,2,2,0,3,2
Thanisandra,1595.0,120.0,3,2,2,3,3
Kanakpura Road,525.0,26.0,1,1,2,3,1
Ramamurthy Nagar,945.0,120.0,5,2,0,2,4
Basaveswarnagar,2400.0,420.0,4,2,2,2,6
Iblur Village,2000.0,138.0,4,2,2,3,3
Yelahanka,1614.0,93.0,3,2,0,3,3
Gottigere,1200.0,40.0,2,3,0,3,2
Electronic City Phase II,1150.0,46.0,3,3,0,0,3
Indira Nagar,3200.0,440.0,4,3,0,3,4
Sonnenahalli,1610.0,80.48,3,2,2,3,3
Whitefield,1190.0,41.0,2,2,0,3,2
Kallumantapa,1050.0,50.0,2,2,0,3,2
Vaishnavi Layout,4800.0,420.0,5,2,0,2,4
7th Phase JP Nagar,1460.0,97.0,2,1,0,3,3
Jaymahal Road,3400.0,400.0,3,3,0,3,3
Naganathapura,600.0,33.0,1,0,0,2,1
Suraksha Nagar,1569.0,70.0,3,0,0,0,3
"Off Sarjapur Road, ",2600.0,147.0,3,2,2,0,3
Electronics City Phase 1,645.0,42.5,1,0,0,3,1
Nagarbhavi Garden Villas Layout,1200.0,180.0,3,1,0,2,4
Nagarbhavi,800.0,95.0,3,0,0,2,3
Mico Layout,800.0,80.0,2,1,0,0,2
Marathahalli,1350.0,90.0,2,1,0,3,2
BTM 2nd Stage,2780.0,325.0,4,1,0,3,3
Rajarajeshwari Nagara,1410.0,45.12,2,2,2,3,3
Whitefield,1109.0,35.47,2,1,0,3,2
Vasanth nagar,2000.0,1063.0,3,2,0,3,4
Agrahara Dasarahalli,800.0,72.0,1,0,0,0,1
Bannerghatta Road,1215.0,68.0,2,1,0,3,2
Basaveshwara Nagar,1230.0,250.0,6,0,0,2,8
Prithvi Layout,2273.0,192.0,4,2,0,0,3
Varthur Road,1255.0,52.76,2,2,2,3,2
B Narayanapura,1020.0,49.0,2,1,0,3,2
T R Mill Road,1225.0,82.0,2,2,2,3,3
Singasandra,1120.0,60.0,2,1,0,3,2
Victoria Layout,2400.0,625.0,5,3,0,2,5
Kasavanhalli,1225.0,69.0,2,1,0,3,3
Whitefield,5200.0,242.0,5,3,0,2,4
Indira Nagar,4000.0,700.0,4,1,0,0,4
Sarjapur  Road,1984.0,145.0,4,1,0,3,3
Old Madras Road,2425.0,197.0,3,1,0,3,3
ITPL,1200.0,56.12,3,1,2,2,3
Bommasandra,1127.0,45.0,2,1,2,3,2
Whitefield,1655.0,97.0,3,2,2,0,3
Ananth Nagar,500.0,14.0,1,1,2,3,1
Varthur,1200.0,68.38,3,1,2,2,3
Kaggadasapura,1000.0,43.0,2,2,0,3,2
CV Raman Nagar,1225.0,47.88,2,2,2,3,2
Hormavu,1350.0,45.0,2,2,0,3,2
Nagarbhavi,600.0,95.0,5,3,2,2,4
Sahakara Nagar,1175.0,49.0,2,3,0,3,2
Sanne Amanikere,655.0,27.0,1,2,0,3,1
Hosa Road,1311.0,84.86,2,1,2,3,3
Banashankari Stage VI,600.0,90.0,4,0,0,2,3
CV Raman Nagar,1000.0,38.5,2,1,0,1,2
Indira Nagar Stage 2,1196.0,96.0,2,1,0,3,2
Kanakpura Road,1050.0,59.0,2,1,0,0,3
Somasundara Palya,1275.0,52.0,2,2,0,3,3
Hommadevanahalli,927.0,50.0,2,1,0,1,2
Varthur,1520.0,61.0,2,3,0,3,3
BTM Layout 2nd Stage 1st Phase,2400.0,395.0,5,2,0,2,4
Hebbal,1333.0,104.0,2,1,0,0,2
Tunganagara,600.0,18.0,1,0,2,3,1
Abbigere,1326.0,34.8,2,1,2,3,3
Sarjapur  Road,1618.0,85.125,2,1,2,3,3
Koramangala,1370.0,125.0,2,2,0,0,2
Koramangala,1100.0,85.0,2,2,0,3,2
Haralur Road,1650.0,100.0,3,3,0,3,3
Kasavanhalli,1917.0,132.0,3,2,2,3,3
Doddakannelli,780.0,75.0,3,2,0,1,3
Billekahalli,950.0,58.11,2,1,0,3,2
T C Palya main Road,1175.0,48.72,2,1,0,3,2
8th Phase JP Nagar,1089.0,43.55,2,1,0,3,2
Kalena Agrahara,1804.0,175.0,3,2,0,3,3
Hoodi,1257.0,68.5,2,1,0,3,2
Sarjapur,650.0,19.87,1,2,0,3,1
Whitefield,1850.0,150.0,3,2,0,3,3
Vishwapriya Nagar,2800.0,200.0,4,1,0,0,4
Vidyaranyapura,945.0,40.0,2,1,0,0,2
Koramangala,1161.0,63.85,2,1,2,3,2
Banashankari Stage V,1630.0,51.35,3,2,2,3,3
Jalahalli,1310.0,60.0,2,2,0,3,3
Lake City,750.0,28.0,2,1,0,3,2
Whitefield,1200.0,67.77,3,1,2,2,3
Vittal Nagar,1000.0,45.0,2,1,0,3,2
Old Madras Road,4000.0,225.0,4,2,0,2,4
Nagavara,1315.0,70.0,2,2,0,0,2
Sahakara Nagar,1370.0,90.0,2,2,0,3,3
Ulsoor,1200.0,150.0,4,3,0,2,5
Bellandur,1465.0,90.0,3,3,0,0,2
JP Nagar,20000.0,175.0,3,3,0,2,3
Electronic City,1128.0,64.0,2,1,2,3,2
Padmanabhanagar,1250.0,70.0,2,2,0,3,3
Hebbal,1645.0,117.0,3,2,2,3,3
Horamavu Agara,1284.0,75.0,2,2,0,3,3
Hebbal,2600.0,199.0,3,2,2,3,3
Kodigehalli,1820.0,150.0,3,2,2,3,3
Haralur Road,1580.0,73.0,3,1,0,3,3
Akshaya Nagar,2650.0,125.0,3,2,0,0,3
Bannerghatta Road,1215.0,68.0,2,1,0,3,2
Uttarahalli,1075.0,40.0,2,1,0,3,2
R.T. Nagar,1400.0,78.0,2,3,0,3,3
Subramanyapura,1400.0,55.0,2,1,0,3,3
Bisuvanahalli,845.0,30.0,2,1,0,0,2
Hegde Nagar,2600.0,40.0,4,3,0,3,4
Sarjapur,3508.0,385.5,6,0,0,0,4
Richards Town,800.0,85.0,2,1,0,3,2
Panathur,1199.0,85.0,2,1,0,3,2
Gunjur,1175.0,43.48,2,2,0,3,2
Sahakara Nagar,2400.0,270.0,3,2,0,2,3
Bellandur,1767.0,109.0,3,2,0,3,3
Sarjapur  Road,1800.0,90.0,3,1,0,3,4
Talaghattapura,1856.0,135.0,3,2,2,3,3
R.T. Nagar,1200.0,140.0,3,2,0,2,3
Rajaji Nagar,1613.0,150.0,3,0,2,3,3
Jakkur,6830.0,795.0,5,0,0,3,4
Whitefield,1290.0,90.0,2,0,0,0,2
Kasavanhalli,1375.0,78.0,2,1,0,3,2
Bagalur,985.0,57.0,2,2,0,3,2
Jeevan bima nagar,1200.0,200.0,4,1,0,2,4
Singasandra,1099.0,37.5,2,1,0,3,2
Electronic City,605.0,13.31,1,0,2,3,1
1 Immadihalli,6000.0,150.0,12,0,0,3,11
RMV Extension Stage 2,3600.0,160.0,7,3,0,0,7
Marathahalli,1200.0,53.0,2,1,0,3,2
Hulimavu,1000.0,45.0,2,1,0,0,2
Electronic City,1159.0,38.0,2,3,0,3,3
Sarjapur  Road,3692.0,340.0,5,3,0,3,5
Devi Nagar,600.0,80.0,2,1,0,2,2
4th Block Koramangala,2400.0,600.0,4,3,0,2,4
BTM Layout,1540.0,78.0,2,2,0,0,3
"JP Nagar 7th Phase, ",1503.0,93.0,2,2,0,0,3
Ambedkar Nagar,1850.0,120.0,4,2,0,3,3
Uttarahalli,1580.0,60.0,3,1,0,0,3
Mico Layout,1190.0,39.25,2,2,0,3,2
Sampigehalli,1200.0,61.0,2,1,0,2,2
HAL 2nd Stage,1000.0,250.0,7,3,0,2,7
Jakkur,850.0,19.9,1,1,2,3,2
Domlur,2180.0,285.0,3,2,0,3,3
Hennur Bande,2500.0,60.0,2,1,0,3,3
ITPL,1200.0,56.12,3,1,2,2,3
Kamakshipalya,1500.0,52.0,2,2,0,3,3
Navodaya Nagar,1200.0,180.0,3,2,0,2,5
Thanisandra,1880.0,120.0,3,3,0,3,3
Padmanabhanagar,1150.0,45.0,2,2,0,3,2
Kasavanhalli,4408.0,344.0,4,2,2,2,4
Bellandur,924.0,35.11,2,2,0,3,2
Sarjapur  Road,7800.0,385.0,6,2,0,3,5
Kumaraswami Layout,600.0,100.0,6,3,0,2,6
Pattanagere,750.0,95.0,4,1,2,2,4
Karuna Nagar,1962.0,175.0,3,2,0,0,3
2nd Stage Nagarbhavi,1200.0,240.0,4,3,0,2,5
B Narayanapura,1765.0,77.27,3,2,2,3,3
Attibele,1174.0,29.35,2,1,0,3,2
Bannerghatta Road,1894.0,115.0,3,1,2,3,3
Ramamurthy Nagar,960.0,138.0,2,2,0,2,4
Sector 7 HSR Layout,1760.0,142.0,3,2,0,3,3
Doddanakundi Industrial Area 2,1768.0,95.0,3,3,0,0,3
Kothanur,1790.0,97.0,3,0,0,0,3
Kumara Park,3500.0,800.0,5,1,2,2,4
Whitefield,1200.0,45.0,2,1,2,2,2
Kengeri,2540.0,160.0,4,0,0,0,4
Mahadevpura,1137.0,53.4,2,1,0,3,2
Jakkur,2249.81,229.0,2,1,2,3,4
Guni Agrahara,1200.0,115.0,6,1,0,2,7
Mysore Road,1568.0,100.0,2,2,0,3,3
Devanahalli,4900.0,393.5,4,0,0,0,4
AECS Layout,1308.0,60.0,2,1,0,3,2
Shankarapuram,3060.0,350.0,4,2,2,3,4
Bisuvanahalli,1200.0,41.0,2,1,0,3,3
Shetty Halli,800.0,32.0,1,2,0,3,1
Electronic City,530.0,13.5,1,1,2,3,1
Bisuvanahalli,873.0,40.0,2,1,0,0,3
AGB Layout,3000.0,145.0,6,3,0,2,7
2nd Stage Arekere Mico Layout,1200.0,235.0,4,1,0,2,4
Subramanyapura,958.0,33.53,2,1,0,3,2
Thigalarapalya,2072.0,160.0,4,2,0,3,3
Talaghattapura,2273.0,159.0,3,3,2,3,3
Banashankari Stage VI,600.0,90.0,3,2,2,2,3
Thanisandra,760.0,50.0,1,2,0,3,1
Dommasandra,1090.0,43.5,2,2,0,3,2
Thigalarapalya,2072.0,155.0,4,2,0,3,3
Bellandur,2666.0,230.0,3,1,0,3,3
Sarjapur  Road,1550.0,89.0,2,1,0,3,3
Ramagondanahalli,1251.0,50.0,2,1,2,3,2
Electronic City,1070.0,53.0,2,1,0,3,2
Kalena Agrahara,1200.0,45.0,2,2,0,3,2
CV Raman Nagar,1435.0,60.0,2,2,0,0,3
Bommasandra,1400.0,45.0,2,3,0,0,3
Judicial Layout,2330.0,94.71,3,2,0,3,4
Thanisandra,1200.0,60.0,2,3,0,3,2
Panathur,1000.0,40.0,2,2,0,3,2
Bannerghatta Road,1655.0,62.89,2,2,2,3,3
Raja Rajeshwari Nagar,3600.0,240.0,9,3,0,0,9
Bidrahalli,600.0,35.0,1,1,0,2,1
Electronics City Phase 1,1175.0,50.0,2,1,0,3,2
Uttarahalli,1155.0,40.43,2,2,0,3,2
Magadi Road,1200.0,98.0,3,2,0,2,3
Budigere,1149.0,65.0,2,2,0,3,2
Jakkur,1610.0,98.485,2,2,0,3,3
Choodasandra,3200.0,375.0,4,2,0,2,4
Chinnapanahalli,1010.0,55.0,2,2,0,3,2
Hegde Nagar,1718.0,119.0,3,2,0,3,3
Bilal Nagar,650.0,20.0,1,1,0,3,2
Banashankari,1330.0,77.0,2,2,0,3,2
Hormavu,1200.0,68.0,2,2,0,3,2
Bannerghatta Road,1693.0,89.0,3,2,2,3,3
Koramangala,1249.0,165.0,2,1,2,3,2
Thanisandra,1800.0,125.0,4,1,0,0,3
Margondanahalli,900.0,55.0,2,0,0,2,2
NGR Layout,1020.0,46.0,2,1,0,3,2
Amruthahalli,1700.0,77.0,3,2,0,3,3
Panathur,661.0,40.0,1,1,2,0,1
Bannerghatta Road,1280.0,60.16,2,2,2,3,2
Krishna Nagar,1000.0,90.0,4,2,0,2,5
Hosur Road,1170.0,48.0,2,1,0,3,2
Thanisandra,933.0,58.0,2,1,0,3,1
Sarjapur  Road,1150.0,44.0,2,0,0,0,2
Benson Town,3633.0,550.0,6,2,0,3,4
Rajaji Nagar,1380.0,130.0,3,3,0,3,3
Banjara Layout,1050.0,64.8,2,1,0,0,2
Kanakapura Main Road,1080.0,37.8,2,1,0,3,2
Harlur,1303.0,90.0,2,1,0,3,2
Raja Rajeshwari Nagar,1196.0,40.54,2,2,0,3,2
Nagarbhavi,2500.0,180.0,3,2,0,0,5
Sarjapur  Road,1200.0,95.0,4,1,0,2,5
Bommanahalli,1250.0,41.0,3,2,2,3,3
Akshaya Nagar,1419.0,87.0,2,3,0,3,3
Banashankari,1200.0,49.0,2,3,0,3,2
7th Phase JP Nagar,1120.0,65.0,2,2,0,0,2
Electronics City Phase 1,755.0,45.4,1,0,0,3,1
Electronics City Phase 1,1245.0,75.0,2,1,0,3,2
Palanahalli,3978.0,428.0,4,3,0,0,4
Channasandra,1093.0,34.0,2,1,0,3,2
Electronic City,1025.0,26.63,1,1,2,3,2
Hebbal,1345.0,97.0,2,1,0,3,2
Suryanagar,1500.0,45.0,2,1,0,2,2
Vijayanagar,1180.0,86.0,2,1,2,3,2
NGR Layout,1020.0,48.45,2,1,0,3,2
Nanjappa Layout,1800.0,85.0,3,3,0,3,3
Konanakunte,3621.0,511.0,4,1,2,3,4
Banagiri Nagar,2008.0,170.0,3,2,0,3,3
Kothannur,1240.0,39.85,2,2,2,3,3
